Id,SalePrice
1461,116239.43449177005
1462,159842.76541073853
1463,176396.44540427974
1464,183861.81609801124
1465,219141.18216728093
1466,165529.5341462448
1467,174980.62316253368
1468,155362.02189813915
1469,203414.7245345484
1470,109347.38728995933
1471,181854.16860677837
1472,98277.5913298873
1473,95103.02585354615
1474,145943.4675020239
1475,99420.45480107155
1476,353257.5351864343
1477,281435.5172934673
1478,301706.1637824272
1479,307381.4303962908
1480,461523.8606926052
1481,318550.9906885355
1482,221463.52284945938
1483,178680.5081654624
1484,164895.21530434003
1485,185900.7779747366
1486,198449.09855096557
1487,324804.9678604783
1488,224242.96652526676
1489,211617.64144701615
1490,242414.40937456524
1491,207969.61930898041
1492,99602.39354526428
1493,177272.6383687238
1494,325658.43329925515
1495,290476.47857586143
1496,235274.56154029042
1497,171480.27414260723
1498,180534.75944245933
1499,160348.19244394865
1500,148932.7690346019
1501,202485.4872354623
1502,138780.638944313
1503,308750.15325904125
1504,236846.8358356934
1505,224964.315370225
1506,187170.14530021345
1507,255267.16813007905
1508,208460.02670769012
1509,154054.4400449046
1510,150211.91028014544
1511,167767.7884035189
1512,185092.32230149765
1513,142915.46630924928
1514,173484.46336752
1515,210084.48733259764
1516,155212.32565144714
1517,170514.04047956876
1518,113948.8875422732
1519,229916.77133731815
1520,132765.43017448753
1521,135153.53439385735
1522,190015.21336857235
1523,102469.70903184653
1524,107003.77068333582
1525,112761.48339767476
1526,105800.44308269995
1527,103807.53672774532
1528,123067.67288041997
1529,161752.43499818727
1530,213506.54169553547
1531,144087.037127401
1532,99487.80567596616
1533,175320.24454139557
1534,123261.03886574619
1535,147503.6781887404
1536,98586.52226842781
1537,57242.83172227534
1538,162397.75871621078
1539,209665.4305018725
1540,128112.2401659065
1541,139870.45221354408
1542,150891.57646876806
1543,200825.72849448735
1544,90100.39406119556
1545,119216.1581089081
1546,152654.5297876715
1547,157826.38662353167
1548,146601.34082004346
1549,135608.4081105346
1550,147880.56111956376
1551,111039.84338897537
1552,151688.36421320288
1553,164087.09159423684
1554,111834.39791330411
1555,167397.22951250643
1556,83935.45770790555
1557,118360.33115622305
1558,96892.94693743525
1559,64028.31086653535
1560,134107.19023636793
1561,122670.8273548461
1562,134434.2285846812
1563,123736.49849583831
1564,167407.13503447824
1565,142270.68322254784
1566,242342.51554561596
1567,62815.69442886191
1568,241651.81536475086
1569,129413.26197839504
1570,131671.97011077948
1571,102739.60286433138
1572,144442.7579973655
1573,278223.52096708
1574,138442.24034769685
1575,242916.163361269
1576,237968.4313482117
1577,183980.02450491482
1578,138471.87725523056
1579,139755.31413345496
1580,190331.42510333197
1581,152885.70642005312
1582,125162.81456901545
1583,302252.64970459056
1584,221374.25014653397
1585,138729.152749132
1586,57300.047624674335
1587,96254.89798166488
1588,161844.93940764503
1589,97586.21172563428
1590,126895.50655984915
1591,93485.08700972499
1592,114236.22283478623
1593,126741.02575142213
1594,147335.06356778924
1595,120029.5168461061
1596,231713.0686932979
1597,201626.55064253998
1598,209332.16473201368
1599,195026.2686952197
1600,182309.34292094078
1601,55457.46222140759
1602,127376.68110608627
1603,42410.640421836666
1604,277210.53003278276
1605,235874.3281496199
1606,159634.67535143884
1607,158548.42240285513
1608,204166.19541103113
1609,200483.4796114811
1610,151581.7650524046
1611,130546.68607065745
1612,183485.7070722111
1613,159161.72341914065
1614,131218.81724379322
1615,87454.76137897403
1616,69138.87452349288
1617,77945.2124629322
1618,122392.20604703066
1619,146241.39403375934
1620,180366.4293819018
1621,134400.8551557188
1622,141525.65572739163
1623,267460.67703688913
1624,221724.63213830194
1625,116610.6141487422
1626,174783.83924080804
1627,186776.63903922963
1628,274577.7294405549
1629,170384.21212542913
1630,362928.7052985361
1631,251575.85089062894
1632,259577.86423574155
1633,174625.1966623997
1634,179886.1522472892
1635,173646.09134443404
1636,141219.5140537878
1637,192508.85951482007
1638,188449.14221189826
1639,175297.40953175735
1640,245181.07157773658
1641,176084.12531897784
1642,247909.90017339718
1643,221232.93702275286
1644,225547.88679690933
1645,232159.808649562
1646,155388.71282364812
1647,142960.02052928935
1648,125602.45719542942
1649,129554.2276798123
1650,107178.87204342573
1651,105015.77291595568
1652,96810.05953650539
1653,98621.93109732836
1654,149460.705121977
1655,133505.10145140468
1656,141925.2004367426
1657,156338.18394896266
1658,153559.71908859388
1659,115756.3237541637
1660,153133.40286841692
1661,414106.7432804043
1662,367641.6499245859
1663,366524.9961188035
1664,500238.53712245624
1665,304727.7358437142
1666,325525.65130941494
1667,359947.9039433615
1668,340837.50009170827
1669,307660.04555349273
1670,339389.5378001221
1671,296069.3605605534
1672,401345.2277468416
1673,307534.13630446745
1674,266364.8832166547
1675,224529.02693527984
1676,221826.17157833435
1677,229267.03415676125
1678,464020.5363191584
1679,374491.5510758534
1680,316656.6766097042
1681,255832.80083837622
1682,325094.6565819642
1683,202936.8891765843
1684,175544.89685926482
1685,179166.11342148285
1686,161630.37011250734
1687,171210.91390492802
1688,190711.77933265967
1689,191432.5059315488
1690,196806.11312981579
1691,184958.43193820977
1692,248850.02180687984
1693,183371.31071134072
1694,173370.31322447123
1695,163447.8102365548
1696,267879.6960405425
1697,162334.56020293132
1698,345445.37202268303
1699,341018.05650432257
1700,269713.6513651969
1701,285521.21204755094
1702,240090.32976628508
1703,229845.58750679228
1704,278440.26841563324
1705,242228.66016324982
1706,181954.49758371513
1707,223218.68043066072
1708,207941.66769454116
1709,257464.51724497904
1710,222424.21769003704
1711,256864.40588975663
1712,260715.19684966718
1713,266720.6553449675
1714,216333.64648382599
1715,207825.46341084052
1716,190394.6528229333
1717,175473.44532373128
1718,147754.446145356
1719,230559.969607489
1720,241612.3551961389
1721,154493.87650502793
1722,117858.76737734216
1723,147311.29061824246
1724,223409.67664841126
1725,240422.24764314014
1726,185710.4735147107
1727,165711.29128869294
1728,162503.78871067235
1729,169390.80011478238
1730,153020.07822868065
1731,120834.25897385739
1732,130553.76609763879
1733,114714.28648866239
1734,121662.27910012339
1735,107629.03652218431
1736,96759.84197479913
1737,293954.6970342916
1738,261287.38733286515
1739,248998.9262668281
1740,224884.4934788873
1741,194257.7382579619
1742,175444.43614993244
1743,174251.99975185137
1744,313138.2993401618
1745,238495.05905999534
1746,182494.81582347772
1747,224113.09834945665
1748,218821.96877392876
1749,145418.07412459637
1750,121724.25791954054
1751,238857.58334446794
1752,108153.07889823121
1753,152490.9228763715
1754,193582.7087840567
1755,170998.92856725125
1756,137332.93515629153
1757,116278.48514962991
1758,141688.73012990708
1759,161916.3846725142
1760,168860.74899322935
1761,157821.51590745692
1762,174098.39162645864
1763,184866.2465141667
1764,107071.8574252448
1765,174988.60458039187
1766,199010.77542319178
1767,231228.56341792003
1768,140191.45341626398
1769,155561.1959971685
1770,162403.55760108694
1771,120636.47350474918
1772,142790.39219801285
1773,106335.24148284037
1774,158584.04256431528
1775,146955.70726511424
1776,139762.25958256028
1777,96360.03763199702
1778,149899.7315421521
1779,141259.7563746747
1780,155402.26920107444
1781,118540.66234444315
1782,76028.87778005732
1783,137309.9901032376
1784,95651.93105745649
1785,126843.97737681806
1786,128374.43556199549
1787,157594.91462935883
1788,39036.444311549945
1789,107855.52859146392
1790,67415.27976643773
1791,201085.90346463933
1792,157885.42666669554
1793,129973.26409519595
1794,173332.74015386734
1795,137981.91090394586
1796,138073.3445897278
1797,126489.66103809894
1798,122318.0043226676
1799,100755.32085459423
1800,132878.56946902617
1801,113219.7325811694
1802,115145.76637734567
1803,153499.7200079445
1804,131419.45528891595
1805,137946.29365651018
1806,132596.12394992204
1807,160809.63004055314
1808,126260.99782534866
1809,134917.71141400395
1810,140988.99220556003
1811,69769.78930797587
1812,102063.9236396923
1813,123584.92817914745
1814,88800.5228271905
1815,36604.705424078886
1816,94843.09549606025
1817,112527.38095707494
1818,160393.71028321495
1819,116588.78356452049
1820,35573.50192014163
1821,92779.3076762159
1822,152879.61490732283
