Id,SalePrice
1461,114695.01799729487
1462,166285.41316091732
1463,185481.97381005762
1464,201231.77759086352
1465,205989.65881500437
1466,175551.80290804707
1467,174461.8353242915
1468,173655.59056956437
1469,187307.37949680758
1470,122199.7704910285
1471,187700.82106516347
1472,101129.4856001913
1473,101238.77528207848
1474,148482.44956023988
1475,99070.01245309104
1476,327925.3364714334
1477,263230.48666091723
1478,285977.3518183363
1479,293220.29698344244
1480,400859.7869861388
1481,298496.6541377156
1482,227156.6988071578
1483,183156.29429485206
1484,175315.11699807277
1485,198503.9590096197
1486,207833.05880272298
1487,309730.6681639822
1488,226481.57203221743
1489,209979.27291959897
1490,230450.6060141765
1491,207862.35480743597
1492,93201.36408309195
1493,190187.90206984204
1494,299740.45495820884
1495,276852.9303776982
1496,225805.9490588426
1497,172198.76884103843
1498,176350.89370151568
1499,165420.79775060035
1500,167630.46416922618
1501,196981.47025342454
1502,162497.40035932063
1503,271466.94801195257
1504,233993.52605661834
1505,224712.68612921616
1506,192123.11278246267
1507,236362.10642359374
1508,201422.3175672087
1509,156430.34840208577
1510,161328.88533880527
1511,162829.92004666728
1512,178281.70690921426
1513,136052.49968797294
1514,168442.66807325397
1515,196049.8716196755
1516,164628.06584443798
1517,169311.00568234295
1518,128379.43987127856
1519,221892.3761970413
1520,140676.63549504793
1521,139354.8940625061
1522,187376.889486821
1523,105418.7008551238
1524,98491.08393619323
1525,117350.5251224305
1526,108367.04642454196
1527,110672.51433624366
1528,125350.28282293331
1529,148358.21851999382
1530,206567.8204969037
1531,159356.23027509853
1532,100987.5401025081
1533,154562.76360083817
1534,117616.69511390704
1535,153242.84104478481
1536,108291.32524221904
1537,82820.68262669926
1538,159873.320651598
1539,183889.0413250953
1540,114413.07340783974
1541,132964.59943047265
1542,130729.51468525644
1543,181311.2743571098
1544,86137.64810415715
1545,110931.87691344634
1546,144897.98163502582
1547,146108.50959947973
1548,124638.59048502897
1549,125869.36678992973
1550,143973.15688994576
1551,114616.23775598059
1552,142510.873272756
1553,149501.58561774853
1554,113762.56290090695
1555,174440.49031091278
1556,103783.38582522662
1557,99819.55135583502
1558,103302.73643777925
1559,92287.660408438
1560,138726.0562419513
1561,124432.77748352705
1562,139303.38075549353
1563,123169.51070363999
1564,164142.88991584143
1565,155603.851129501
1566,234146.87471806078
1567,77473.68471487852
1568,255193.15152098564
1569,141814.3083284658
1570,144808.07529619226
1571,119215.89030067963
1572,140594.2011398475
1573,256174.11901521025
1574,138125.41593824668
1575,231491.20555533358
1576,244927.74993857613
1577,193813.9452133883
1578,139893.50481456894
1579,149131.6294301154
1580,196106.183902153
1581,161970.1894988589
1582,126308.45371960834
1583,286180.38746263797
1584,224385.57624644024
1585,156249.12509815604
1586,61989.75792738622
1587,102226.52622398811
1588,159145.05937693076
1589,98133.403809325
1590,129409.53759661081
1591,99709.26929884932
1592,124171.61814878014
1593,128139.04118801988
1594,118000.11731973373
1595,124315.61797521976
1596,222125.06834766097
1597,194129.0591053434
1598,202153.60013885997
1599,182515.55365099342
1600,180653.0117959373
1601,68429.82270558692
1602,123447.7191627975
1603,72187.54250190158
1604,272277.42444285017
1605,232198.57264768385
1606,159651.42284282294
1607,161637.6154603838
1608,228063.58444846084
1609,200925.6497594897
1610,168103.9956225031
1611,146175.4626606045
1612,184816.5808585661
1613,177112.31963610367
1614,139606.28717032465
1615,90927.66345231373
1616,78491.32310884954
1617,93597.6090313042
1618,121507.71693071767
1619,144993.97898592008
1620,179909.1593148017
1621,139505.97384323578
1622,154378.96702439105
1623,256416.68540524738
1624,227801.7690092335
1625,113210.12140859965
1626,188280.6582700726
1627,195082.3554436655
1628,263612.9046284432
1629,175684.2390219725
1630,305596.8748875396
1631,228926.66674237515
1632,236863.7189567906
1633,184847.8915304865
1634,194582.1047576211
1635,185106.48290755696
1636,161738.2191900445
1637,192290.84053778742
1638,197385.91091654619
1639,186404.08112564977
1640,231856.00301407708
1641,184998.34770042292
1642,243715.78545000366
1643,217530.04253762896
1644,225467.5244900624
1645,209010.84709260883
1646,173642.4561070282
1647,154984.70398377313
1648,129118.72223014069
1649,140948.66105279134
1650,120753.50773997117
1651,121698.80667529152
1652,101672.26387490258
1653,100465.49519186966
1654,147739.3888409582
1655,130461.07742277686
1656,145348.41925842158
1657,149479.83645244694
1658,159579.2972124338
1659,108987.75040478671
1660,171974.12884949037
1661,369234.69311386626
1662,320321.0614158175
1663,331723.80631739646
1664,413143.05083889724
1665,289122.74088092096
1666,307438.72100351035
1667,332578.6890278809
1668,322183.6776877561
1669,285713.38656827813
1670,311034.65038869245
1671,281020.1580099993
1672,351013.91306628624
1673,289878.0218025155
1674,257317.86455096252
1675,227182.76712761453
1676,224129.2972669864
1677,232452.40791156323
1678,400773.50484978245
1679,334196.7630766453
1680,300773.0339083866
1681,254727.6649434507
1682,301752.5434412622
1683,211026.23337308105
1684,191217.0370708468
1685,194980.63262198796
1686,181790.05365326552
1687,182367.30486261516
1688,210155.31464105594
1689,204730.984703928
1690,210283.7734674202
1691,201875.4695916967
